cx,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,C,0.64,Jordan Scott,MSU,PUR,Points,Goblin,8.5,OVER,1.9,10.4,0.8,11.8,9,5,0,Elite,02/26 08:00PM,pts,
CBB,C,0.63,Braden Smith,PUR,MSU,Rebounds,Goblin,2.5,OVER,1.65,4.15,0.6499999999999999,4.4,3.9,3,2,Elite,02/26 08:00PM,reb,
CBB,C,0.63,Trey Kaufman-Renn,PUR,MSU,Pts+Rebs+Asts,Goblin,23.5,OVER,3.149999999999999,26.65,0.8,29,24.3,5,0,Elite,02/26 08:00PM,pra,
CBB,C,0.62,Julius Thedford,MEM,WICH,Steals,Goblin,0.5,OVER,0.75,1.25,0.8,1.4,1.1,4,1,Above Avg,02/26 09:00PM,stl,
CBB,C,0.62,David Mirkovic,ILL,MICH,Pts+Rebs,Standard,17.5,OVER,2.650000000000002,20.15,0.7,19.8,20.5,3,2,Elite,02/27 08:00PM,pr,
CBB,C,0.61,David Mirkovic,ILL,MICH,Rebounds,Goblin,4.5,OVER,1.45,5.95,0.8500000000000001,5.4,6.5,4,1,Elite,02/27 08:00PM,reb,
CBB,C,0.61,Kenyon Giles,WICH,MEM,Pts+Asts,Standard,22.5,OVER,1.199999999999999,23.7,0.75,24,23.4,4,1,Avg,02/26 09:00PM,pa,
CBB,C,0.6,Oscar Cluff,PUR,MSU,Pts+Rebs+Asts,Goblin,11.5,OVER,2.75,14.25,0.55,14.2,14.3,3,2,Elite,02/26 08:00PM,pra,
CBB,C,0.59,Isaiah Elohim,FAU,TEM,Fantasy Score,Standard,21.5,OVER,2.5,24,0.6,24.08,23.92,3,2,Above Avg,02/26 07:00PM,fantasy score,
CBB,C,0.58,Thomas Haugh,FLA,ARK,Rebounds,Goblin,3.5,OVER,0.9000000000000004,4.4,0.45,4,4.8,2,3,Weak,02/28 08:30PM,reb,
CBB,C,0.57,Curtis Givens,MEM,WICH,Pts+Rebs+Asts,Goblin,15.5,OVER,2.25,17.75,0.6,18.2,17.3,3,2,Above Avg,02/26 09:00PM,pra,
CBB,C,0.57,Jeremy Fears,MSU,PUR,Points,Standard,14.5,OVER,2.549999999999997,17.05,0.5,15.4,18.7,2,3,Elite,02/26 08:00PM,pts,
CBB,C,0.56,Jaxon Kohler,MSU,PUR,Rebounds,Goblin,7.5,OVER,1.75,9.25,0.65,10.4,8.1,4,1,Elite,02/26 08:00PM,reb,
CBB,C,0.56,Julius Thedford,MEM,WICH,Pts+Rebs+Asts,Goblin,14.5,OVER,2.100000000000001,16.6,0.65,17.8,15.4,4,1,Above Avg,02/26 09:00PM,pra,
CBB,C,0.56,Karon Boyd,WICH,MEM,Rebounds,Goblin,4.5,OVER,1.1,5.6,0.55,6.2,5,3,2,Avg,02/26 09:00PM,reb,
CBB,C,0.55,Aiden Tobiason,TEM,FAU,Fantasy Score,Standard,25,OVER,1.285,26.285,0.5,24.76,27.81,2,3,Avg,02/26 07:00PM,fantasy score,
CBB,C,0.55,Julius Thedford,MEM,WICH,Points,Goblin,8.5,OVER,1.649999999999999,10.15,0.7,11,9.3,4,1,Above Avg,02/26 09:00PM,pts,
CBB,C,0.54,Keaton Wagler,ILL,MICH,Steals,Goblin,0.5,OVER,0.75,1.25,0.7,1.4,1.1,4,1,Elite,02/27 08:00PM,stl,
CBB,C,0.54,Carson Cooper,MSU,PUR,Pts+Rebs,Standard,15.5,OVER,2.299999999999997,17.8,0.6499999999999999,17.2,18.4,3,2,Elite,02/26 08:00PM,pr,
CBB,C,0.54,Derrian Ford,TEM,FAU,Pts+Rebs+Asts,Standard,23.5,OVER,1.099999999999998,24.6,0.6499999999999999,24,25.2,3,2,Avg,02/26 07:00PM,pra,
CBB,C,0.53,Aiden Tobiason,TEM,FAU,Rebounds,Goblin,3.5,OVER,0.7999999999999998,4.3,0.7,4.8,3.8,4,1,Avg,02/26 07:00PM,reb,
CBB,C,0.53,Derrian Ford,TEM,FAU,Assists,Standard,1.5,OVER,0.8499999999999996,2.35,0.6,2.4,2.3,3,2,Avg,02/26 07:00PM,ast,
CBB,C,0.53,Derrian Ford,TEM,FAU,Pts+Asts,Standard,19.5,OVER,1.049999999999997,20.55,0.6499999999999999,20.2,20.9,3,2,Avg,02/26 07:00PM,pa,
CBB,C,0.52,Meleek Thomas,ARK,FLA,Points,Standard,13.5,OVER,1.850000000000001,15.35,0.6,15.8,14.9,3,2,Above Avg,02/28 08:30PM,pts,
CBB,C,0.52,Karon Boyd,WICH,MEM,Pts+Rebs+Asts,Goblin,15.5,OVER,1.25,16.75,0.5,15.8,17.7,2,3,Avg,02/26 09:00PM,pra,
CBB,C,0.5,Isaiah Elohim,FAU,TEM,Assists,Goblin,0.5,OVER,0.7,1.2,0.6499999999999999,1.2,1.2,3,2,Above Avg,02/26 07:00PM,ast,
CBB,C,0.5,Karon Boyd,WICH,MEM,Points,Goblin,8.5,OVER,1.050000000000001,9.55,0.55,8,11.1,2,3,Avg,02/26 09:00PM,pts,
CBB,C,0.49,Keaton Wagler,ILL,MICH,Rebounds,Goblin,3.5,OVER,1.3,4.8,0.6499999999999999,4.8,4.8,3,2,Elite,02/27 08:00PM,reb,
CBB,C,0.48,Carson Cooper,MSU,PUR,Assists,Goblin,0.5,OVER,0.6499999999999999,1.15,0.7,1,1.3,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.48,Yaxel Lendeborg,MICH,ILL,Rebounds,Goblin,5.5,OVER,1.4,6.9,0.6499999999999999,6.2,7.6,3,2,Elite,02/27 08:00PM,reb,
CBB,C,0.47,C.J. Cox,PUR,MSU,Assists,Goblin,0.5,OVER,0.8999999999999999,1.4,0.6,1.4,1.4,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.47,Morez Johnson,MICH,ILL,Points,Goblin,10.5,OVER,1.399999999999999,11.9,0.8500000000000001,11.6,12.2,4,1,Elite,02/27 08:00PM,pts,
CBB,C,0.47,Jordan Mason,TEM,FAU,Steals,Goblin,0.5,OVER,0.5,1,0.5,1.2,0.8,3,2,Avg,02/26 07:00PM,stl,
CBB,C,0.46,Jeremy Fears,MSU,PUR,Assists,Demon,8.5,OVER,2.050000000000001,10.55,0.7,11.2,9.9,4,1,Elite,02/26 08:00PM,ast,
CBB,C,0.46,Carson Cooper,MSU,PUR,Pts+Asts,Standard,9.5,OVER,1.75,11.25,0.6499999999999999,10.4,12.1,3,2,Elite,02/26 08:00PM,pa,
CBB,C,0.45,Andrej Stojakovic,ILL,MICH,Assists,Standard,0.5,OVER,0.8,1.3,0.6,1.4,1.2,3,2,Elite,02/27 08:00PM,ast,
CBB,C,0.44,Kylan Boswell,ILL,MICH,Points,Goblin,9.5,OVER,1.699999999999999,11.2,0.6,11.2,11.2,3,2,Elite,02/27 08:00PM,pts,
CBB,C,0.44,Coen Carr,MSU,PUR,Assists,Goblin,0.5,OVER,0.6000000000000001,1.1,0.6499999999999999,1,1.2,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.44,Aday Mara,MICH,ILL,Points,Goblin,9.5,OVER,1.35,10.85,0.8,10.2,11.5,4,1,Elite,02/27 08:00PM,pts,
CBB,C,0.44,Carson Cooper,MSU,PUR,Rebounds,Goblin,6.5,OVER,1.199999999999999,7.699999999999999,0.75,7.8,7.6,4,1,Elite,02/26 08:00PM,reb,
CBB,C,0.44,Isaiah Elohim,FAU,TEM,Pts+Rebs+Asts,Standard,18.5,OVER,1.949999999999999,20.45,0.6,20.4,20.5,3,2,Above Avg,02/26 07:00PM,pra,
CBB,C,0.44,David Mirkovic,ILL,MICH,Rebs+Asts,Standard,7.5,OVER,1.6,9.1,0.6499999999999999,9,9.2,3,2,Elite,02/27 08:00PM,ra,
CBB,C,0.44,Yaxel Lendeborg,MICH,ILL,Points,Goblin,12.5,OVER,1.550000000000001,14.05,0.75,13.8,14.3,4,1,Elite,02/27 08:00PM,pts,
CBB,C,0.44,Karon Boyd,WICH,MEM,Turnovers,Goblin,1.5,OVER,0.5499999999999998,2.05,0.8,2.4,1.7,5,0,Avg,02/26 09:00PM,tov,
CBB,C,0.43,Andrej Stojakovic,ILL,MICH,Points,Standard,11.5,OVER,2,13.5,0.5,14.4,12.6,3,2,Elite,02/27 08:00PM,pts,
CBB,C,0.43,Jordan Scott,MSU,PUR,Assists,Goblin,0.5,OVER,0.7,1.2,0.55,1.4,1,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.43,C.J. Cox,PUR,MSU,Rebounds,Goblin,1.5,OVER,0.7999999999999998,2.3,0.8,2,2.6,4,1,Elite,02/26 08:00PM,reb,
CBB,C,0.42,Aiden Tobiason,TEM,FAU,Pts+Rebs,Standard,18.5,OVER,1,19.5,0.45,19,20,2,3,Avg,02/26 07:00PM,pr,
CBB,C,0.41,Josiah Parker,FAU,TEM,Pts+Rebs,Standard,24.5,OVER,2.100000000000001,26.6,0.55,27.6,25.6,3,2,Above Avg,02/26 07:00PM,pr,
CBB,C,0.41,Trey Kaufman-Renn,PUR,MSU,Assists,Goblin,1.5,OVER,0.9500000000000002,2.45,0.6499999999999999,2.2,2.7,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.41,Josiah Parker,FAU,TEM,Fantasy Score,Standard,30.5,OVER,2.245000000000005,32.745,0.55,33.76,31.73,3,2,Above Avg,02/26 07:00PM,fantasy score,
CBB,C,0.41,Carson Cooper,MSU,PUR,Pts+Rebs+Asts,Standard,17,OVER,1.949999999999999,18.95,0.6499999999999999,18.2,19.7,3,2,Elite,02/26 08:00PM,pra,
CBB,C,0.41,Coen Carr,MSU,PUR,Rebounds,Goblin,4.5,OVER,1.2,5.7,0.6,5.6,5.8,3,2,Elite,02/26 08:00PM,reb,
CBB,C,0.41,Oscar Cluff,PUR,MSU,Rebounds,Goblin,4.5,OVER,1.449999999999999,5.949999999999999,0.55,6.4,5.5,3,2,Elite,02/26 08:00PM,reb,
CBB,C,0.4,Isaiah Elohim,FAU,TEM,Pts+Rebs,Standard,17.5,OVER,1.75,19.25,0.6,19.2,19.3,3,2,Above Avg,02/26 07:00PM,pr,
CBB,C,0.4,Jordan Mason,TEM,FAU,Pts+Asts,Standard,15,OVER,0.75,15.75,0.6,15.8,15.7,3,2,Avg,02/26 07:00PM,pa,
CBB,C,0.4,Fletcher Loyer,PUR,MSU,Rebounds,Goblin,1.5,OVER,0.8999999999999999,2.4,0.6499999999999999,2.4,2.4,3,2,Elite,02/26 08:00PM,reb,
CBB,C,0.39,Jordan Scott,MSU,PUR,Rebounds,Goblin,2.5,OVER,0.75,3.25,0.8,3.4,3.1,4,1,Elite,02/26 08:00PM,reb,
CBB,C,0.39,Aiden Tobiason,TEM,FAU,Pts+Rebs+Asts,Standard,20.5,OVER,0.8500000000000014,21.35,0.5,20.6,22.1,2,3,Avg,02/26 07:00PM,pra,
CBB,C,0.39,Julius Thedford,MEM,WICH,Rebounds,Goblin,4.5,OVER,1,5.5,0.6499999999999999,5.8,5.2,3,2,Above Avg,02/26 09:00PM,reb,
CBB,C,0.38,Curtis Givens,MEM,WICH,Assists,Goblin,2.5,OVER,0.75,3.25,0.75,3.4,3.1,4,1,Above Avg,02/26 09:00PM,ast,
CBB,C,0.38,Jaxon Kohler,MSU,PUR,Points,Goblin,7.5,OVER,1.15,8.65,0.75,8.6,8.7,4,1,Elite,02/26 08:00PM,pts,
CBB,C,0.37,Boogie Fland,FLA,ARK,Points,Standard,11.5,OVER,0.4000000000000021,11.9,0.35,12.4,11.4,2,3,Weak,02/28 08:30PM,pts,
CBB,C,0.37,Aiden Tobiason,TEM,FAU,Points,Standard,14.5,OVER,0.6999999999999993,15.2,0.55,14.2,16.2,2,3,Avg,02/26 07:00PM,pts,
CBB,C,0.37,L.J. Cason,MICH,ILL,Points,Demon,9.5,OVER,1.799999999999999,11.3,0.65,13,9.6,4,1,Elite,02/27 08:00PM,pts,
CBB,C,0.35,Coen Carr,MSU,PUR,Pts+Rebs,Standard,16.5,OVER,1.699999999999999,18.2,0.6499999999999999,18.4,18,3,2,Elite,02/26 08:00PM,pr,
CBB,C,0.35,Derrian Ford,TEM,FAU,Points,Standard,17.5,OVER,0.7000000000000028,18.2,0.5,17.8,18.6,2,3,Avg,02/26 07:00PM,pts,
CBB,C,0.35,Jordan Scott,MSU,PUR,Steals,Standard,0.5,OVER,0.4500000000000001,0.9500000000000001,0.6,1,0.9,3,2,Elite,02/26 08:00PM,stl,
CBB,C,0.34,Coen Carr,MSU,PUR,Pts+Rebs+Asts,Standard,17.5,OVER,1.799999999999997,19.3,0.6,19.4,19.2,3,2,Elite,02/26 08:00PM,pra,
CBB,C,0.33,Caden Diggs,UMBC,BRY,Points,Standard,10.5,OVER,0.9500000000000011,11.45,0.6,11.8,11.1,3,2,Above Avg,02/26 06:00PM,pts,
CBB,C,0.33,Andrej Stojakovic,ILL,MICH,Turnovers,Goblin,0.5,OVER,0.5999999999999999,1.1,0.55,1.2,1,3,2,Elite,02/27 08:00PM,tov,
CBB,C,0.32,Kylan Boswell,ILL,MICH,Assists,Demon,3.5,OVER,1.3,4.8,0.6,4.8,4.8,3,2,Elite,02/27 08:00PM,ast,
CBB,C,0.31,Jake Davis,ILL,MICH,Assists,Demon,0.5,OVER,0.6000000000000001,1.1,0.6499999999999999,1,1.2,3,2,Elite,02/27 08:00PM,ast,
CBB,C,0.31,Josiah Parker,FAU,TEM,Rebs+Asts,Standard,10.5,OVER,0.8499999999999996,11.35,0.85,12,10.7,5,0,Above Avg,02/26 07:00PM,ra,
CBB,C,0.3,Andrej Stojakovic,ILL,MICH,Rebs+Asts,Standard,4.5,OVER,1,5.5,0.6499999999999999,5.2,5.8,3,2,Elite,02/27 08:00PM,ra,
CBB,C,0.3,Derrian Ford,TEM,FAU,Rebounds,Goblin,3.5,OVER,0.5499999999999998,4.05,0.45,3.8,4.3,2,3,Avg,02/26 07:00PM,reb,
CBB,C,0.29,Derrian Ford,TEM,FAU,Rebs+Asts,Standard,6,OVER,0.4000000000000004,6.4,0.6499999999999999,6.2,6.6,3,2,Avg,02/26 07:00PM,ra,
CBB,C,0.29,Tomislav Ivisic,ILL,MICH,Rebounds,Standard,5.5,OVER,0.9000000000000004,6.4,0.7,5.8,7,3,2,Elite,02/27 08:00PM,reb,
CBB,C,0.29,Isaiah Elohim,FAU,TEM,Rebs+Asts,Standard,5.5,OVER,0.9499999999999993,6.449999999999999,0.6,6.6,6.3,3,2,Above Avg,02/26 07:00PM,ra,
CBB,C,0.29,Jeremy Fears,MSU,PUR,Fantasy Score,Demon,35.5,OVER,2.784999999999997,38.285,0.5,37.12,39.45,2,3,Elite,02/26 08:05PM,fantasy score,
CBB,C,0.29,C.J. Cox,PUR,MSU,Pts+Rebs+Asts,Goblin,8.5,OVER,1.65,10.15,0.45,9.8,10.5,2,3,Elite,02/26 08:00PM,pra,
CBB,C,0.29,Derrian Ford,TEM,FAU,Steals,Goblin,0.5,OVER,0.15,0.65,0.65,0.8,0.5,4,1,Avg,02/26 07:00PM,stl,
CBB,C,0.28,Dug McDaniel,MEM,WICH,Steals,Standard,1.5,OVER,0.5499999999999998,2.05,0.6,2,2.1,3,2,Above Avg,02/26 09:00PM,stl,
CBB,C,0.27,Jordan Scott,MSU,PUR,Points,Standard,9.5,OVER,0.9000000000000004,10.4,0.8,11.8,9,5,0,Elite,02/26 08:00PM,pts,
CBB,C,0.27,Jordan Mason,TEM,FAU,Points,Standard,12,OVER,0.3499999999999996,12.35,0.6,12.2,12.5,3,2,Avg,02/26 07:00PM,pts,
CBB,C,0.27,Dug McDaniel,MEM,WICH,Turnovers,Goblin,1.5,OVER,0.4500000000000002,1.95,0.8,1.8,2.1,4,1,Above Avg,02/26 09:00PM,tov,
CBB,C,0.26,Ty Tabales,BRY,UMBC,Points,Standard,9.5,OVER,1.378,10.878,0.522,12.2,9.556,3,2,Elite,02/26 06:00PM,pts,
CBB,C,0.26,Julius Thedford,MEM,WICH,Assists,Goblin,0.5,OVER,0.4500000000000001,0.9500000000000001,0.4,1,0.9,2,3,Above Avg,02/26 09:00PM,ast,
CBB,C,0.26,Thomas Haugh,FLA,ARK,Points,Goblin,14.5,OVER,-0.25,14.25,0.5,12.6,15.9,2,3,Weak,02/28 08:30PM,pts,
CBB,C,0.26,Jaxon Kohler,MSU,PUR,Assists,Goblin,0.5,OVER,0.3500000000000001,0.8500000000000001,0.6,0.8,0.9,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.26,Oscar Cluff,PUR,MSU,Rebs+Asts,Standard,6.5,OVER,1.300000000000001,7.800000000000001,0.55,8.4,7.2,3,2,Elite,02/26 08:00PM,ra,
CBB,C,0.26,Kanaan Carlyle,FAU,TEM,Turnovers,Goblin,1.5,OVER,0.6000000000000001,2.1,0.6125,2.2,2,3,2,Above Avg,02/26 07:00PM,tov,
CBB,C,0.25,Trey Kaufman-Renn,PUR,MSU,Points,Goblin,12.5,OVER,1.899999999999999,14.4,0.35,15.4,13.4,2,3,Elite,02/26 08:00PM,pts,
CBB,C,0.25,Jordan Scott,MSU,PUR,Pts+Asts,Standard,10.5,OVER,1.1,11.6,0.65,13.2,10,4,1,Elite,02/26 08:00PM,pa,
CBB,C,0.24,Ace Valentine,UMBC,BRY,Points,Standard,12,OVER,0.6500000000000004,12.65,0.646,12.8,12.5,2,1,Above Avg,02/26 06:00PM,pts,
CBB,C,0.23,Jaxon Kohler,MSU,PUR,Pts+Rebs+Asts,Goblin,17.5,OVER,1.25,18.75,0.7,19.8,17.7,4,1,Elite,02/26 08:00PM,pra,
CBB,C,0.22,Isaiah Elohim,FAU,TEM,Points,Standard,13,OVER,1,14,0.6,13.8,14.2,3,2,Above Avg,02/26 07:00PM,pts,
CBB,C,0.22,Aiden Tobiason,TEM,FAU,Assists,Standard,1.5,OVER,0.3500000000000001,1.85,0.45,1.6,2.1,2,3,Avg,02/26 07:00PM,ast,
CBB,C,0.21,Jah'Likai King,UMBC,BRY,Points,Standard,13,OVER,0.6499999999999986,13.65,0.5835,14.2,13.1,2,1,Above Avg,02/26 06:00PM,pts,
CBB,C,0.21,Braden Smith,PUR,MSU,Steals,Standard,1.5,OVER,0.5499999999999998,2.05,0.6,2.2,1.9,3,2,Elite,02/26 08:00PM,stl,
CBB,C,0.2,Kylan Boswell,ILL,MICH,Pts+Rebs+Asts,Standard,19.5,OVER,1.5,21,0.6,21,21,3,2,Elite,02/27 08:00PM,pra,
CBB,C,0.2,Aaron Davis,BRY,UMBC,Points,Standard,11,OVER,1.049999999999999,12.05,0.675,11.2,12.9,3,2,Elite,02/26 06:00PM,pts,
CBB,C,0.2,Carson Cooper,MSU,PUR,Rebounds,Standard,7,OVER,0.6999999999999993,7.699999999999999,0.6875,7.8,7.6,3,1,Elite,02/26 08:00PM,reb,
CBB,C,0.19,Jeremy Fears,MSU,PUR,Assists,Demon,9.5,OVER,1.050000000000001,10.55,0.65,11.2,9.9,4,1,Elite,02/26 08:00PM,ast,
CBB,C,0.19,Braden Smith,PUR,MSU,Assists,Goblin,6.5,OVER,1.100000000000001,7.600000000000001,0.5,8,7.2,3,2,Elite,02/26 08:00PM,ast,
CBB,C,0.19,Isaiah Elohim,FAU,TEM,Rebounds,Standard,4.5,OVER,0.75,5.25,0.45,5.4,5.1,2,3,Above Avg,02/26 07:00PM,reb,
CBB,C,0.18,Tomislav Ivisic,ILL,MICH,Assists,Demon,1.5,OVER,0.5499999999999998,2.05,0.6499999999999999,1.8,2.3,3,2,Elite,02/27 08:00PM,ast,
CBB,C,0.18,Curtis Givens,MEM,WICH,Rebounds,Goblin,2.5,OVER,0.3999999999999999,2.9,0.6499999999999999,2.8,3,3,2,Above Avg,02/26 09:00PM,reb,
CBB,C,0.18,Tomislav Ivisic,ILL,MICH,Rebs+Asts,Standard,7.5,OVER,0.9499999999999993,8.45,0.55,7.6,9.3,2,3,Elite,02/27 08:00PM,ra,
CBB,C,0.18,David Mirkovic,ILL,MICH,Assists,Demon,2.5,OVER,0.6500000000000004,3.15,0.65,3.6,2.7,4,1,Elite,02/27 08:00PM,ast,
CBB,C,0.18,Coen Carr,MSU,PUR,Points,Standard,11.5,OVER,1,12.5,0.6,12.8,12.2,3,2,Elite,02/26 08:00PM,pts,
CBB,C,0.17,Trey Kaufman-Renn,PUR,MSU,Pts+Rebs+Asts,Goblin,24.5,OVER,2.149999999999999,26.65,0.5,29,24.3,3,2,Elite,02/26 08:00PM,pra,
CBB,C,0.17,Coen Carr,MSU,PUR,Pts+Rebs+Asts,Standard,18,OVER,1.299999999999997,19.3,0.5780000000000001,19.4,19.2,3,2,Elite,02/26 08:00PM,pra,
CBB,C,0.17,Rueben Chinyelu,FLA,ARK,Rebounds,Demon,12.5,OVER,-0.2000000000000011,12.3,0.45,11.6,13,2,3,Weak,02/28 08:30PM,reb,
CBB,C,0.17,Kanaan Carlyle,FAU,TEM,Steals,Goblin,0.5,OVER,0.2125,0.7125,0.55,0.8,0.625,3,2,Above Avg,02/26 07:00PM,stl,
CBB,C,0.16,Karon Boyd,WICH,MEM,Rebs+Asts,Standard,7,OVER,0.2000000000000002,7.2,0.55,7.8,6.6,3,2,Avg,02/26 09:00PM,ra,
CBB,C,0.16,Trey Kaufman-Renn,PUR,MSU,Rebounds,Demon,8.5,OVER,1.300000000000001,9.8,0.5,11.4,8.2,3,2,Elite,02/26 08:00PM,reb,
CBB,C,0.16,Josiah Parker,FAU,TEM,Pts+Rebs+Asts,Standard,26.5,OVER,1.349999999999998,27.85,0.55,28.8,26.9,3,2,Above Avg,02/26 07:00PM,pra,
CBB,C,0.16,Jordan Mason,TEM,FAU,Rebs+Asts,Standard,5.5,OVER,0.3499999999999996,5.85,0.4,5.8,5.9,2,3,Avg,02/26 07:00PM,ra,
CBB,C,0.15,Oscar Cluff,PUR,MSU,Points,Goblin,5.5,OVER,0.9499999999999993,6.449999999999999,0.5,5.8,7.1,2,3,Elite,02/26 08:00PM,pts,
CBB,C,0.15,Oscar Cluff,PUR,MSU,Turnovers,Standard,0.5,OVER,0.2999999999999999,0.7999999999999999,0.65,1,0.6,4,1,Elite,02/26 08:00PM,tov,
CBB,C,0.15,Andrej Stojakovic,ILL,MICH,Rebounds,Goblin,3.5,OVER,0.6999999999999993,4.199999999999999,0.45,3.8,4.6,2,3,Elite,02/27 08:00PM,reb,
CBB,C,0.15,Jaxon Kohler,MSU,PUR,Rebounds,Standard,8.5,OVER,0.75,9.25,0.6000000000000001,10.4,8.1,4,1,Elite,02/26 08:00PM,reb,
CBB,C,0.15,Rueben Chinyelu,FLA,ARK,Points,Goblin,9.5,OVER,-0.3499999999999996,9.15,0.55,8,10.3,2,3,Weak,02/28 08:30PM,pts,
CBB,C,0.14,Kanaan Carlyle,FAU,TEM,Rebounds,Goblin,2.5,OVER,0.3374999999999999,2.8375,0.6125,2.8,2.875,3,2,Above Avg,02/26 07:00PM,reb,
CBB,C,0.14,Elliot Cadeau,MICH,ILL,Points,Standard,9.5,OVER,1.149999999999999,10.65,0.35,11.6,9.7,2,3,Elite,02/27 08:00PM,pts,
CBB,C,0.14,Andrej Stojakovic,ILL,MICH,Pts+Rebs+Asts,Demon,17.5,OVER,1.5,19,0.5,19.6,18.4,3,2,Elite,02/27 08:00PM,pra,
CBB,C,0.13,Aiden Tobiason,TEM,FAU,Rebs+Asts,Standard,6,OVER,0.1500000000000004,6.15,0.522,6.4,5.9,3,2,Avg,02/26 07:00PM,ra,
