player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Aliaksei Protas,WSH,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Aliaksei Protas,WSH,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Justin Sourdif,WSH,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Justin Sourdif,WSH,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Justin Sourdif,WSH,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Justin Sourdif,WSH,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Justin Sourdif,WSH,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Trevor van Riemsdyk,WSH,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Trevor van Riemsdyk,WSH,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Martin Fehervary,WSH,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Martin Fehervary,WSH,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Martin Fehervary,WSH,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Martin Fehervary,WSH,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Martin Fehervary,WSH,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Timothy Liljegren,WSH,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,,
Timothy Liljegren,WSH,Goals,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,,
Timothy Liljegren,WSH,Assists,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,,
Timothy Liljegren,WSH,Points,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,,
Timothy Liljegren,WSH,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,,
Matt Roy,WSH,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Matt Roy,WSH,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Matt Roy,WSH,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Tom Wilson,WSH,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,-2.0,,,
Rasmus Sandin,WSH,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Alexandre Texier,MTL,Assists,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,
Alexandre Texier,MTL,PIM,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,
Alexandre Carrier,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,,,
Alexandre Carrier,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,,,
Alexandre Carrier,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,,,
Alexandre Carrier,MTL,Points,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,,,
Alex Newhook,MTL,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Newhook,MTL,Goals,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Newhook,MTL,Blocked Shots,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Newhook,MTL,PIM,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Rasmus Sandin,WSH,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Rasmus Sandin,WSH,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Rasmus Sandin,WSH,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Trevor van Riemsdyk,WSH,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Trevor van Riemsdyk,WSH,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Alex Bump,PHI,Goals,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Bump,PHI,Blocked Shots,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Bump,PHI,PIM,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Bump,PHI,Plus/Minus,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Trevor Zegras,PHI,Assists,0.0,0.0,1.0,0.0,1.0,,1.0,2.0,3.0,,,
Jamie Drysdale,PHI,Shots On Goal,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Jamie Drysdale,PHI,Assists,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Jamie Drysdale,PHI,Blocked Shots,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Jamie Drysdale,PHI,PIM,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Noah Juulsen,PHI,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Noah Juulsen,PHI,Goals,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Noah Juulsen,PHI,Assists,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Matt Roy,WSH,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Matt Roy,WSH,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Rasmus Sandin,WSH,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Rasmus Sandin,WSH,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Sean Couturier,PHI,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Sean Couturier,PHI,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Sean Couturier,PHI,Points,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Sean Couturier,PHI,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Sean Couturier,PHI,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Christian Dvorak,PHI,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Christian Dvorak,PHI,Goals,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Trevor van Riemsdyk,WSH,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Denver Barkey,PHI,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Denver Barkey,PHI,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Denver Barkey,PHI,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Denver Barkey,PHI,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Denver Barkey,PHI,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Denver Barkey,PHI,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Denver Barkey,PHI,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Alex Bump,PHI,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Noah Cates,PHI,Shots On Goal,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Noah Cates,PHI,Goals,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Alex Newhook,MTL,Plus/Minus,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Juraj Slafkovsky,MTL,Shots On Goal,0.0,0.0,1.0,0.0,1.0,,3.0,0.0,0.0,,,
Juraj Slafkovsky,MTL,Assists,0.0,0.0,1.0,0.0,1.0,,3.0,0.0,0.0,,,
Juraj Slafkovsky,MTL,PIM,0.0,0.0,1.0,0.0,1.0,,3.0,0.0,0.0,,,
Juraj Slafkovsky,MTL,Plus/Minus,0.0,0.0,1.0,0.0,1.0,,3.0,0.0,0.0,,,
Nick Suzuki,MTL,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Nick Suzuki,MTL,Goals,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Jake Evans,MTL,PIM,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Brendan Gallagher,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Brendan Gallagher,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Brendan Gallagher,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Brendan Gallagher,MTL,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Noah Cates,PHI,PIM,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Sean Couturier,PHI,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Carl Grundstrom,PHI,Blocked Shots,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Carl Grundstrom,PHI,PIM,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Travis Konecny,PHI,Shots On Goal,0.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Travis Konecny,PHI,Assists,0.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Travis Konecny,PHI,Blocked Shots,0.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Christian Dvorak,PHI,PIM,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Luke Glendening,PHI,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Luke Glendening,PHI,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Luke Glendening,PHI,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Luke Glendening,PHI,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Luke Glendening,PHI,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Luke Glendening,PHI,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nikita Grebenkin,PHI,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,,,
Nikita Grebenkin,PHI,Goals,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,,,
Nikita Grebenkin,PHI,Assists,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,,,
Nikita Grebenkin,PHI,Points,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,,,
Nikita Grebenkin,PHI,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,,,
Carl Grundstrom,PHI,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Carl Grundstrom,PHI,Goals,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Brendan Gallagher,MTL,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Brendan Gallagher,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Brendan Gallagher,MTL,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Oliver Kapanen,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Oliver Kapanen,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Oliver Kapanen,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Oliver Kapanen,MTL,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Oliver Kapanen,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Oliver Kapanen,MTL,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Phillip Danault,MTL,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Phillip Danault,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Phillip Danault,MTL,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Ivan Demidov,MTL,Shots On Goal,0.0,0.0,1.0,1.0,2.0,,0.0,2.0,0.0,,,
Travis Sanheim,PHI,PIM,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,3.0,,,
Zack Bolduc,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Zack Bolduc,MTL,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Zack Bolduc,MTL,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Zack Bolduc,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Nick Seeler,PHI,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Nick Seeler,PHI,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Nick Seeler,PHI,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Nick Seeler,PHI,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Cam York,PHI,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Cam York,PHI,Goals,0.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Cam York,PHI,PIM,0.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Zack Bolduc,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Matvei Michkov,PHI,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Matvei Michkov,PHI,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Matvei Michkov,PHI,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Dylan Cozens,OTT,Points,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Dylan Cozens,OTT,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Jayden Struble,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Jayden Struble,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Jayden Struble,MTL,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Jayden Struble,MTL,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Josh Anderson,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Kirby Dach,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kirby Dach,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kirby Dach,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kirby Dach,MTL,Points,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kirby Dach,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kirby Dach,MTL,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Phillip Danault,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Phillip Danault,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Phillip Danault,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Trevor van Riemsdyk,WSH,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Matt Roy,WSH,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Rasmus Sandin,WSH,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Connor McMichael,WSH,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Alex Ovechkin,WSH,Plus/Minus,-1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,,
Artem Zub,OTT,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Kaiden Guhle,MTL,Plus/Minus,-1.0,0.0,0.0,1.0,1.0,,2.0,0.0,-1.0,,,
Thomas Chabot,OTT,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,,
Aliaksei Protas,WSH,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Ryan Leonard,WSH,Plus/Minus,-2.0,0.0,1.0,0.0,1.0,,0.0,0.0,-2.0,,,
Shane Pinto,OTT,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,,
Tom Wilson,WSH,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-2.0,,,
Pierre-Luc Dubois,WSH,Plus/Minus,-2.0,0.0,0.0,1.0,1.0,,1.0,0.0,-2.0,,,
Nick Cousins,OTT,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Michael Amadio,OTT,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Dylan Strome,WSH,Plus/Minus,-3.0,0.0,0.0,0.0,0.0,,0.0,0.0,-3.0,,,
Jakob Chychrun,WSH,Plus/Minus,-4.0,0.0,0.0,0.0,0.0,,0.0,2.0,-4.0,,,
